 v-sweep         v(vin)          v(vout)        
 1.44500000e+00  1.44500000e+00  2.35545509e-06 
 1.44600000e+00  1.44600000e+00  2.35845665e-06 
 1.44700000e+00  1.44700000e+00  2.36165148e-06 
 1.44800000e+00  1.44800000e+00  2.36503448e-06 
 1.44900000e+00  1.44900000e+00  2.36860068e-06 
 1.45000000e+00  1.45000000e+00  2.37234530e-06 
 1.45100000e+00  1.45100000e+00  2.37626369e-06 
 1.45200000e+00  1.45200000e+00  2.38035135e-06 
 1.45300000e+00  1.45300000e+00  2.38460395e-06 
 1.45400000e+00  1.45400000e+00  2.38901727e-06 
 1.45500000e+00  1.45500000e+00  2.39358725e-06 
 1.45600000e+00  1.45600000e+00  2.39830993e-06 
 1.45700000e+00  1.45700000e+00  2.40318152e-06 
 1.45800000e+00  1.45800000e+00  2.40819830e-06 
 1.45900000e+00  1.45900000e+00  2.41335672e-06 
 1.46000000e+00  1.46000000e+00  2.41865332e-06 
 1.46100000e+00  1.46100000e+00  2.42408474e-06 
 1.46200000e+00  1.46200000e+00  2.42964776e-06 
 1.46300000e+00  1.46300000e+00  2.43533924e-06 
 1.46400000e+00  1.46400000e+00  2.44115614e-06 
 1.46500000e+00  1.46500000e+00  2.44709555e-06 
 1.46600000e+00  1.46600000e+00  2.45315461e-06 
 1.46700000e+00  1.46700000e+00  2.45933058e-06 
 1.46800000e+00  1.46800000e+00  2.46562080e-06 
 1.46900000e+00  1.46900000e+00  2.47202271e-06 
 1.47000000e+00  1.47000000e+00  2.47853382e-06 
 1.47100000e+00  1.47100000e+00  2.48515172e-06 
 1.47200000e+00  1.47200000e+00  2.49187408e-06 
 1.47300000e+00  1.47300000e+00  2.49869866e-06 
 1.47400000e+00  1.47400000e+00  2.50562327e-06 
 1.47500000e+00  1.47500000e+00  2.51264581e-06 
 1.47600000e+00  1.47600000e+00  2.51976424e-06 
 1.47700000e+00  1.47700000e+00  2.52697659e-06 
 1.47800000e+00  1.47800000e+00  2.53428095e-06 
 1.47900000e+00  1.47900000e+00  2.54167548e-06 
 1.48000000e+00  1.48000000e+00  2.54915841e-06 
 1.48100000e+00  1.48100000e+00  2.55672799e-06 
 1.48200000e+00  1.48200000e+00  2.56438257e-06 
 1.48300000e+00  1.48300000e+00  2.57212054e-06 
 1.48400000e+00  1.48400000e+00  2.57994033e-06 
 1.48500000e+00  1.48500000e+00  2.58784044e-06 
 1.48600000e+00  1.48600000e+00  2.59581942e-06 
 1.48700000e+00  1.48700000e+00  2.60387585e-06 
 1.48800000e+00  1.48800000e+00  2.61200838e-06 
 1.48900000e+00  1.48900000e+00  2.62021569e-06 
 1.49000000e+00  1.49000000e+00  2.62849650e-06 
 1.49100000e+00  1.49100000e+00  2.63684959e-06 
 1.49200000e+00  1.49200000e+00  2.64527378e-06 
 1.49300000e+00  1.49300000e+00  2.65376791e-06 
 1.49400000e+00  1.49400000e+00  2.66233088e-06 
 1.49500000e+00  1.49500000e+00  2.67096161e-06 
 1.49600000e+00  1.49600000e+00  2.67965908e-06 
 1.49700000e+00  1.49700000e+00  2.68842227e-06 
 1.49800000e+00  1.49800000e+00  2.69725024e-06 
 1.49900000e+00  1.49900000e+00  2.70614204e-06 
 1.50000000e+00  1.50000000e+00  2.71509678e-06 
